id,question,heir,fardh,sahm,asalMasalah,notes,needsReview
229,زوجة، جدة، بنات ابن، جد,زوجة,1/8,3,27,عالت المسألة,False
229,زوجة، جدة، بنات ابن، جد,جدة,1/6,4,27,عالت المسألة,False
229,زوجة، جدة، بنات ابن، جد,بنات ابن,2/3,16,27,عالت المسألة,False
229,زوجة، جدة، بنات ابن، جد,جد,1/6,4,27,عالت المسألة,False
230,زوجة، جدة، جد، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
230,زوجة، جدة، جد، بنات ابن، ابن ابن,جدة,1/6,12,72,,False
230,زوجة، جدة، جد، بنات ابن، ابن ابن,جد,1/6,12,72,,False
230,زوجة، جدة، جد، بنات ابن، ابن ابن,بنات ابن,عصبة,13,72,,False
230,زوجة، جدة، جد، بنات ابن، ابن ابن,ابن ابن,عصبة,26,72,,False
231,بنت، بنت ابن، عم,بنت,1/2,3,6,,False
231,بنت، بنت ابن، عم,بنت ابن,1/6,1,6,,False
231,بنت، بنت ابن، عم,عم,عصبة,2,6,,False
232,بنت، بنت ابن، ابن ابن,بنت,1/2,3,6,,False
232,بنت، بنت ابن، ابن ابن,بنت ابن,1/6,1,6,,False
232,بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,2,6,,False
233,زوج، بنت، بنت ابن، عم,زوج,1/4,3,12,,False
233,زوج، بنت، بنت ابن، عم,بنت,1/2,6,12,,False
233,زوج، بنت، بنت ابن، عم,بنت ابن,1/6,2,12,,False
233,زوج، بنت، بنت ابن، عم,عم,عصبة,1,12,,False
234,زوجة، بنت، بنت ابن، عم,زوجة,1/8,3,24,,False
234,زوجة، بنت، بنت ابن، عم,بنت,1/2,12,24,,False
234,زوجة، بنت، بنت ابن، عم,بنت ابن,1/6,4,24,,False
234,زوجة، بنت، بنت ابن، عم,عم,عصبة,5,24,,False
235,زوج، بنت، بنت ابن، ابن ابن,زوج,1/4,3,12,,False
235,زوج، بنت، بنت ابن، ابن ابن,بنت,1/2,6,12,,False
235,زوج، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,1,12,,False
235,زوج، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,2,12,,False
236,زوجة، بنت، بنت ابن، ابن ابن,زوجة,1/8,1,8,,False
236,زوجة، بنت، بنت ابن، ابن ابن,بنت,1/2,4,8,,False
236,زوجة، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,1,8,,False
236,زوجة، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,2,8,,False
237,بنت، بنت ابن، أب,بنت,1/2,3,6,,False
237,بنت، بنت ابن، أب,بنت ابن,1/6,1,6,,False
237,بنت، بنت ابن، أب,أب,1/6,2,6,,False
238,أب، بنت، بنت ابن، ابن ابن,أب,1/6,3,18,,False
238,أب، بنت، بنت ابن، ابن ابن,بنت,1/2,9,18,,False
238,أب، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,18,,False
238,أب، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,4,18,,False
239,بنت، بنت ابن، أم، عم,بنت,1/2,3,6,,False
239,بنت، بنت ابن، أم، عم,بنت ابن,1/6,1,6,,False
239,بنت، بنت ابن، أم، عم,أم,1/6,1,6,,False
239,بنت، بنت ابن، أم، عم,عم,عصبة,1,6,,False
240,بنت، بنت ابن، أم، ابن ابن,بنت,1/2,9,18,,False
240,بنت، بنت ابن، أم، ابن ابن,بنت ابن,1/6,2,18,,False
240,بنت، بنت ابن، أم، ابن ابن,أم,1/6,3,18,,False
240,بنت، بنت ابن، أم، ابن ابن,ابن ابن,عصبة,4,18,,False
241,بنت، بنت ابن، جد,بنت,1/2,3,6,,False
241,بنت، بنت ابن، جد,بنت ابن,1/6,1,6,,False
241,بنت، بنت ابن، جد,جد,1/6,2,6,,False
242,بنت، بنت ابن، جد، ابن ابن,بنت,1/2,9,18,,False
242,بنت، بنت ابن، جد، ابن ابن,بنت ابن,1/6,2,18,,False
242,بنت، بنت ابن، جد، ابن ابن,جد,1/6,3,18,,False
242,بنت، بنت ابن، جد، ابن ابن,ابن ابن,عصبة,4,18,,False
243,بنت، بنت ابن، جدة، عم,بنت,1/2,3,6,,False
243,بنت، بنت ابن، جدة، عم,بنت ابن,1/6,1,6,,False
243,بنت، بنت ابن، جدة، عم,جدة,1/6,1,6,,False
243,بنت، بنت ابن، جدة، عم,عم,عصبة,1,6,,False
244,بنت، بنت ابن، جدة، ابن ابن,بنت,1/2,9,18,,False
244,بنت، بنت ابن، جدة، ابن ابن,بنت ابن,1/6,2,18,,False
244,بنت، بنت ابن، جدة، ابن ابن,جدة,1/6,3,18,,False
244,بنت، بنت ابن، جدة، ابن ابن,ابن ابن,عصبة,4,18,,False
245,زوج، بنت، بنت ابن، أب,زوج,1/4,3,13,عالت المسألة,False
245,زوج، بنت، بنت ابن، أب,بنت,1/2,6,13,عالت المسألة,False
245,زوج، بنت، بنت ابن، أب,بنت ابن,1/6,2,13,عالت المسألة,False
245,زوج، بنت، بنت ابن، أب,أب,1/6,2,13,عالت المسألة,False
246,زوج، أب، بنت، بنت ابن، ابن ابن,زوج,1/4,3,13,عالت المسألة,False
246,زوج، أب، بنت، بنت ابن، ابن ابن,أب,1/6,2,13,عالت المسألة,False
246,زوج، أب، بنت، بنت ابن، ابن ابن,بنت,1/2,6,13,عالت المسألة,False
246,زوج، أب، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,13,عالت المسألة,False
246,زوج، أب، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,13,عالت المسألة,False
247,زوجة، بنت، بنت ابن، أب,زوجة,1/8,3,24,,False
247,زوجة، بنت، بنت ابن، أب,بنت,1/2,12,24,,False
247,زوجة، بنت، بنت ابن، أب,بنت ابن,1/6,4,24,,False
247,زوجة، بنت، بنت ابن، أب,أب,1/6,5,24,,False
248,زوجة، أب، بنت، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
248,زوجة، أب، بنت، بنت ابن، ابن ابن,أب,1/6,12,72,,False
248,زوجة، أب، بنت، بنت ابن، ابن ابن,بنت,1/2,36,72,,False
248,زوجة، أب، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,5,72,,False
248,زوجة، أب، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,10,72,,False
249,زوج، أم، بنت، بنت ابن، عم,زوج,1/4,3,13,عالت المسألة,False
249,زوج، أم، بنت، بنت ابن، عم,أم,1/6,2,13,عالت المسألة,False
249,زوج، أم، بنت، بنت ابن، عم,بنت,1/2,6,13,عالت المسألة,False
249,زوج، أم، بنت، بنت ابن، عم,بنت ابن,1/6,2,13,عالت المسألة,False
249,زوج، أم، بنت، بنت ابن، عم,عم,عصبة,0,13,عالت المسألة,False
250,زوج، أم، بنت، بنت ابن، ابن ابن,زوج,1/4,3,13,عالت المسألة,False
250,زوج، أم، بنت، بنت ابن، ابن ابن,أم,1/6,2,13,عالت المسألة,False
250,زوج، أم، بنت، بنت ابن، ابن ابن,بنت,1/2,6,13,عالت المسألة,False
250,زوج، أم، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,13,عالت المسألة,False
250,زوج، أم، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,13,عالت المسألة,False
251,زوجة، أم، بنت، بنت ابن، عم,زوجة,1/8,3,24,,False
251,زوجة، أم، بنت، بنت ابن، عم,أم,1/6,4,24,,False
251,زوجة، أم، بنت، بنت ابن، عم,بنت,1/2,12,24,,False
251,زوجة، أم، بنت، بنت ابن، عم,بنت ابن,1/6,4,24,,False
251,زوجة، أم، بنت، بنت ابن، عم,عم,عصبة,1,24,,False
252,زوجة، أم، بنت، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
252,زوجة، أم، بنت، بنت ابن، ابن ابن,أم,1/6,12,72,,False
252,زوجة، أم، بنت، بنت ابن، ابن ابن,بنت,1/2,36,72,,False
252,زوجة، أم، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,5,72,,False
252,زوجة، أم، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,10,72,,False
253,زوج، بنت، بنت ابن، جد,زوج,1/4,3,13,عالت المسألة,False
253,زوج، بنت، بنت ابن، جد,بنت,1/2,6,13,عالت المسألة,False
253,زوج، بنت، بنت ابن، جد,بنت ابن,1/6,2,13,عالت المسألة,False
253,زوج، بنت، بنت ابن، جد,جد,1/6,2,13,عالت المسألة,False
254,زوج، جد، بنت، بنت ابن، ابن ابن,زوج,1/4,3,13,عالت المسألة,False
254,زوج، جد، بنت، بنت ابن، ابن ابن,جد,1/6,2,13,عالت المسألة,False
254,زوج، جد، بنت، بنت ابن، ابن ابن,بنت,1/2,6,13,عالت المسألة,False
254,زوج، جد، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,13,عالت المسألة,False
254,زوج، جد، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,13,عالت المسألة,False
255,زوجة، بنت، بنت ابن، جد,زوجة,1/8,3,24,,False
255,زوجة، بنت، بنت ابن، جد,بنت,1/2,12,24,,False
255,زوجة، بنت، بنت ابن، جد,بنت ابن,1/6,4,24,,False
255,زوجة، بنت، بنت ابن، جد,جد,1/6,5,24,,False
256,زوجة، جد، بنت، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
256,زوجة، جد، بنت، بنت ابن، ابن ابن,جد,1/6,12,72,,False
256,زوجة، جد، بنت، بنت ابن، ابن ابن,بنت,1/2,36,72,,False
256,زوجة، جد، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,5,72,,False
256,زوجة، جد، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,10,72,,False
257,زوج، جدة، بنت، بنت ابن، عم,زوج,1/4,3,13,عالت المسألة,False
257,زوج، جدة، بنت، بنت ابن، عم,جدة,1/6,2,13,عالت المسألة,False
257,زوج، جدة، بنت، بنت ابن، عم,بنت,1/2,6,13,عالت المسألة,False
257,زوج، جدة، بنت، بنت ابن، عم,بنت ابن,1/6,2,13,عالت المسألة,False
257,زوج، جدة، بنت، بنت ابن، عم,عم,عصبة,0,13,عالت المسألة,False
258,زوج، جدة، بنت، بنت ابن، ابن ابن,زوج,1/4,3,13,عالت المسألة,False
258,زوج، جدة، بنت، بنت ابن، ابن ابن,جدة,1/6,2,13,عالت المسألة,False
258,زوج، جدة، بنت، بنت ابن، ابن ابن,بنت,1/2,6,13,عالت المسألة,False
258,زوج، جدة، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,13,عالت المسألة,False
258,زوج، جدة، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,13,عالت المسألة,False
259,زوجة، جدة، بنت، بنت ابن، عم,زوجة,1/8,3,24,,False
259,زوجة، جدة، بنت، بنت ابن، عم,جدة,1/6,4,24,,False
259,زوجة، جدة، بنت، بنت ابن، عم,بنت,1/2,12,24,,False
259,زوجة، جدة، بنت، بنت ابن، عم,بنت ابن,1/6,4,24,,False
259,زوجة، جدة، بنت، بنت ابن، عم,عم,عصبة,1,24,,False
260,زوجة، جدة، بنت، بنت ابن، ابن ابن,زوجة,1/8,9,72,,False
260,زوجة، جدة، بنت، بنت ابن، ابن ابن,جدة,1/6,12,72,,False
260,زوجة، جدة، بنت، بنت ابن، ابن ابن,بنت,1/2,36,72,,False
260,زوجة، جدة، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,5,72,,False
260,زوجة، جدة، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,10,72,,False
261,زوج، أم، بنت، بنت ابن، أب,زوج,1/4,3,15,عالت المسألة,False
261,زوج، أم، بنت، بنت ابن، أب,أم,1/6,2,15,عالت المسألة,False
261,زوج، أم، بنت، بنت ابن، أب,بنت,1/2,6,15,عالت المسألة,False
261,زوج، أم، بنت، بنت ابن، أب,بنت ابن,1/6,2,15,عالت المسألة,False
261,زوج، أم، بنت، بنت ابن، أب,أب,1/6,2,15,عالت المسألة,False
262,زوج، أم، أب، بنت، بنت ابن، ابن ابن,زوج,1/4,3,15,عالت المسألة,False
262,زوج، أم، أب، بنت، بنت ابن، ابن ابن,أم,1/6,2,15,عالت المسألة,False
262,زوج، أم، أب، بنت، بنت ابن، ابن ابن,أب,1/6,2,15,عالت المسألة,False
262,زوج، أم، أب، بنت، بنت ابن، ابن ابن,بنت,1/2,6,15,عالت المسألة,False
262,زوج، أم، أب، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,15,عالت المسألة,False
262,زوج، أم، أب، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,15,عالت المسألة,False
263,زوجة، أم، بنت، بنت ابن، أب,زوجة,1/8,3,27,عالت المسألة,False
263,زوجة، أم، بنت، بنت ابن، أب,أم,1/6,4,27,عالت المسألة,False
263,زوجة، أم، بنت، بنت ابن، أب,بنت,1/2,12,27,عالت المسألة,False
263,زوجة، أم، بنت، بنت ابن، أب,بنت ابن,1/6,4,27,عالت المسألة,False
263,زوجة، أم، بنت، بنت ابن، أب,أب,1/6,4,27,عالت المسألة,False
264,زوجة، أم، أب، بنت، بنت ابن، ابن ابن,زوجة,1/8,3,27,عالت المسألة,False
264,زوجة، أم، أب، بنت، بنت ابن، ابن ابن,أم,1/6,4,27,عالت المسألة,False
264,زوجة، أم، أب، بنت، بنت ابن، ابن ابن,أب,1/6,4,27,عالت المسألة,False
264,زوجة، أم، أب، بنت، بنت ابن، ابن ابن,بنت,1/2,12,27,عالت المسألة,False
264,زوجة، أم، أب، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,4,27,عالت المسألة,False
264,زوجة، أم، أب، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,27,عالت المسألة,False
265,زوج، أم، بنت، بنت ابن، جد,زوج,1/4,3,15,عالت المسألة,False
265,زوج، أم، بنت، بنت ابن، جد,أم,1/6,2,15,عالت المسألة,False
265,زوج، أم، بنت، بنت ابن، جد,بنت,1/2,6,15,عالت المسألة,False
265,زوج، أم، بنت، بنت ابن، جد,بنت ابن,1/6,2,15,عالت المسألة,False
265,زوج، أم، بنت، بنت ابن، جد,جد,1/6,2,15,عالت المسألة,False
266,زوج، أم، جد، بنت، بنت ابن، ابن ابن,زوج,1/4,3,15,عالت المسألة,False
266,زوج، أم، جد، بنت، بنت ابن، ابن ابن,أم,1/6,2,15,عالت المسألة,False
266,زوج، أم، جد، بنت، بنت ابن، ابن ابن,جد,1/6,2,15,عالت المسألة,False
266,زوج، أم، جد، بنت، بنت ابن، ابن ابن,بنت,1/2,6,15,عالت المسألة,False
266,زوج، أم، جد، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,15,عالت المسألة,False
266,زوج، أم، جد، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,15,عالت المسألة,False
267,زوجة، أم، بنت، بنت ابن، جد,زوجة,1/8,3,27,عالت المسألة,False
267,زوجة، أم، بنت، بنت ابن، جد,أم,1/6,4,27,عالت المسألة,False
267,زوجة، أم، بنت، بنت ابن، جد,بنت,1/2,12,27,عالت المسألة,False
267,زوجة، أم، بنت، بنت ابن، جد,بنت ابن,1/6,4,27,عالت المسألة,False
267,زوجة، أم، بنت، بنت ابن، جد,جد,1/6,4,27,عالت المسألة,False
268,زوجة، أم، جد، بنت، بنت ابن، ابن ابن,زوجة,1/8,3,27,عالت المسألة,False
268,زوجة، أم، جد، بنت، بنت ابن، ابن ابن,أم,1/6,4,27,عالت المسألة,False
268,زوجة، أم، جد، بنت، بنت ابن، ابن ابن,جد,1/6,4,27,عالت المسألة,False
268,زوجة، أم، جد، بنت، بنت ابن، ابن ابن,بنت,1/2,12,27,عالت المسألة,False
268,زوجة، أم، جد، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,4,27,عالت المسألة,False
268,زوجة، أم، جد، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,27,عالت المسألة,False
269,زوج، جدة، بنت، بنت ابن، أب,زوج,1/4,3,15,عالت المسألة,False
269,زوج، جدة، بنت، بنت ابن، أب,جدة,1/6,2,15,عالت المسألة,False
269,زوج، جدة، بنت، بنت ابن، أب,بنت,1/2,6,15,عالت المسألة,False
269,زوج، جدة، بنت، بنت ابن، أب,بنت ابن,1/6,2,15,عالت المسألة,False
269,زوج، جدة، بنت، بنت ابن، أب,أب,1/6,2,15,عالت المسألة,False
270,زوج، جدة، أب، بنت، بنت ابن، ابن ابن,زوج,1/4,3,15,عالت المسألة,False
270,زوج، جدة، أب، بنت، بنت ابن، ابن ابن,جدة,1/6,2,15,عالت المسألة,False
270,زوج، جدة، أب، بنت، بنت ابن، ابن ابن,أب,1/6,2,15,عالت المسألة,False
270,زوج، جدة، أب، بنت، بنت ابن، ابن ابن,بنت,1/2,6,15,عالت المسألة,False
270,زوج، جدة، أب، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,15,عالت المسألة,False
270,زوج، جدة، أب، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,15,عالت المسألة,False
271,زوجة، جدة، بنت، بنت ابن، أب,زوجة,1/8,3,27,عالت المسألة,False
271,زوجة، جدة، بنت، بنت ابن، أب,جدة,1/6,4,27,عالت المسألة,False
271,زوجة، جدة، بنت، بنت ابن، أب,بنت,1/2,12,27,عالت المسألة,False
271,زوجة، جدة، بنت، بنت ابن، أب,بنت ابن,1/6,4,27,عالت المسألة,False
271,زوجة، جدة، بنت، بنت ابن، أب,أب,1/6,4,27,عالت المسألة,False
272,زوجة، جدة، أب، بنت، بنت ابن، ابن ابن,زوجة,1/8,3,27,عالت المسألة,False
272,زوجة، جدة، أب، بنت، بنت ابن، ابن ابن,جدة,1/6,4,27,عالت المسألة,False
272,زوجة، جدة، أب، بنت، بنت ابن، ابن ابن,أب,1/6,4,27,عالت المسألة,False
272,زوجة، جدة، أب، بنت، بنت ابن، ابن ابن,بنت,1/2,12,27,عالت المسألة,False
272,زوجة، جدة، أب، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,4,27,عالت المسألة,False
272,زوجة، جدة، أب، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,27,عالت المسألة,False
273,زوج، جدة، بنت، بنت ابن، جد,زوج,1/4,3,15,عالت المسألة,False
273,زوج، جدة، بنت، بنت ابن، جد,جدة,1/6,2,15,عالت المسألة,False
273,زوج، جدة، بنت، بنت ابن، جد,بنت,1/2,6,15,عالت المسألة,False
273,زوج، جدة، بنت، بنت ابن، جد,بنت ابن,1/6,2,15,عالت المسألة,False
273,زوج، جدة، بنت، بنت ابن، جد,جد,1/6,2,15,عالت المسألة,False
274,زوج، جدة، جد، بنت، بنت ابن، ابن ابن,زوج,1/4,3,15,عالت المسألة,False
274,زوج، جدة، جد، بنت، بنت ابن، ابن ابن,جدة,1/6,2,15,عالت المسألة,False
274,زوج، جدة، جد، بنت، بنت ابن، ابن ابن,جد,1/6,2,15,عالت المسألة,False
274,زوج، جدة، جد، بنت، بنت ابن، ابن ابن,بنت,1/2,6,15,عالت المسألة,False
274,زوج، جدة، جد، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,2,15,عالت المسألة,False
274,زوج، جدة، جد، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,15,عالت المسألة,False
275,زوجة، جدة، بنت، بنت ابن، جد,زوجة,1/8,3,27,عالت المسألة,False
275,زوجة، جدة، بنت، بنت ابن، جد,جدة,1/6,4,27,عالت المسألة,False
275,زوجة، جدة، بنت، بنت ابن، جد,بنت,1/2,12,27,عالت المسألة,False
275,زوجة، جدة، بنت، بنت ابن، جد,بنت ابن,1/6,4,27,عالت المسألة,False
275,زوجة، جدة، بنت، بنت ابن، جد,جد,1/6,4,27,عالت المسألة,False
276,زوجة، جدة، جد، بنت، بنت ابن، ابن ابن,زوجة,1/8,3,27,عالت المسألة,False
276,زوجة، جدة، جد، بنت، بنت ابن، ابن ابن,جدة,1/6,4,27,عالت المسألة,False
276,زوجة، جدة، جد، بنت، بنت ابن، ابن ابن,جد,1/6,4,27,عالت المسألة,False
276,زوجة، جدة، جد، بنت، بنت ابن، ابن ابن,بنت,1/2,12,27,عالت المسألة,False
276,زوجة، جدة، جد، بنت، بنت ابن، ابن ابن,بنت ابن,1/6,4,27,عالت المسألة,False
276,زوجة، جدة، جد، بنت، بنت ابن، ابن ابن,ابن ابن,عصبة,0,27,عالت المسألة,False
277,بنت، بنات ابن، عم,بنت,1/2,3,6,,False
277,بنت، بنات ابن، عم,بنات ابن,1/6,1,6,,False
277,بنت، بنات ابن، عم,عم,عصبة,2,6,,False
278,بنت، بنات ابن، ابن ابن,بنت,1/2,3,6,,False
278,بنت، بنات ابن، ابن ابن,بنات ابن,1/6,1,6,,False
278,بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,2,6,,False
279,زوج، بنت، بنات ابن، عم,زوج,1/4,3,12,,False
279,زوج، بنت، بنات ابن، عم,بنت,1/2,6,12,,False
279,زوج، بنت، بنات ابن، عم,بنات ابن,1/6,2,12,,False
279,زوج، بنت، بنات ابن، عم,عم,عصبة,1,12,,False
280,زوجة، بنت، بنات ابن، عم,زوجة,1/8,3,24,,False
280,زوجة، بنت، بنات ابن، عم,بنت,1/2,12,24,,False
280,زوجة، بنت، بنات ابن، عم,بنات ابن,1/6,4,24,,False
280,زوجة، بنت، بنات ابن، عم,عم,عصبة,5,24,,False
281,زوج، بنت، بنات ابن، ابن ابن,زوج,1/4,3,12,,False
281,زوج، بنت، بنات ابن، ابن ابن,بنت,1/2,6,12,,False
281,زوج، بنت، بنات ابن، ابن ابن,بنات ابن,1/6,1,12,,False
281,زوج، بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,2,12,,False
282,زوجة، بنت، بنات ابن، ابن ابن,زوجة,1/8,1,8,,False
282,زوجة، بنت، بنات ابن، ابن ابن,بنت,1/2,4,8,,False
282,زوجة، بنت، بنات ابن، ابن ابن,بنات ابن,1/6,1,8,,False
282,زوجة، بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,2,8,,False
283,بنت، بنات ابن، أب,بنت,1/2,3,6,,False
283,بنت، بنات ابن، أب,بنات ابن,1/6,1,6,,False
283,بنت، بنات ابن، أب,أب,1/6,2,6,,False
284,أب، بنت، بنات ابن، ابن ابن,أب,1/6,3,18,,False
284,أب، بنت، بنات ابن، ابن ابن,بنت,1/2,9,18,,False
284,أب، بنت، بنات ابن، ابن ابن,بنات ابن,1/6,2,18,,False
284,أب، بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,4,18,,False
285,بنت، بنات ابن، أم، عم,بنت,1/2,3,6,,False
285,بنت، بنات ابن، أم، عم,بنات ابن,1/6,1,6,,False
285,بنت، بنات ابن، أم، عم,أم,1/6,1,6,,False
285,بنت، بنات ابن، أم، عم,عم,عصبة,1,6,,False
286,بنت، بنات ابن، أم، ابن ابن,بنت,1/2,9,18,,False
286,بنت، بنات ابن، أم، ابن ابن,بنات ابن,1/6,2,18,,False
286,بنت، بنات ابن، أم، ابن ابن,أم,1/6,3,18,,False
286,بنت، بنات ابن، أم، ابن ابن,ابن ابن,عصبة,4,18,,False
287,بنت، بنات ابن، جد,بنت,1/2,3,6,,False
287,بنت، بنات ابن، جد,بنات ابن,1/6,1,6,,False
287,بنت، بنات ابن، جد,جد,1/6,2,6,,False
288,بنت، بنات ابن، جد، ابن ابن,بنت,1/2,9,18,,False
288,بنت، بنات ابن، جد، ابن ابن,بنات ابن,1/6,2,18,,False
288,بنت، بنات ابن، جد، ابن ابن,جد,1/6,3,18,,False
288,بنت، بنات ابن، جد، ابن ابن,ابن ابن,عصبة,4,18,,False
289,بنت، بنات ابن، جدة، عم,بنت,1/2,3,6,,False
289,بنت، بنات ابن، جدة، عم,بنات ابن,1/6,1,6,,False
289,بنت، بنات ابن، جدة، عم,جدة,1/6,1,6,,False
289,بنت، بنات ابن، جدة، عم,عم,عصبة,1,6,,False
290,بنت، بنات ابن، جدة، ابن ابن,بنت,1/2,9,18,,False
290,بنت، بنات ابن، جدة، ابن ابن,بنات ابن,1/6,2,18,,False
290,بنت، بنات ابن، جدة، ابن ابن,جدة,1/6,3,18,,False
290,بنت، بنات ابن، جدة، ابن ابن,ابن ابن,عصبة,4,18,,False
291,زوج، بنت، بنات ابن، أب,زوج,1/4,3,13,عالت المسألة,False
291,زوج، بنت، بنات ابن، أب,بنت,1/2,6,13,عالت المسألة,False
291,زوج، بنت، بنات ابن، أب,بنات ابن,1/6,2,13,عالت المسألة,False
291,زوج، بنت، بنات ابن، أب,أب,1/6,2,13,عالت المسألة,False
292,زوج، أب، بنت، بنات ابن، ابن ابن,زوج,1/4,3,13,عالت المسألة,False
292,زوج، أب، بنت، بنات ابن، ابن ابن,أب,1/6,2,13,عالت المسألة,False
292,زوج، أب، بنت، بنات ابن، ابن ابن,بنت,1/2,6,13,عالت المسألة,False
292,زوج، أب، بنت، بنات ابن، ابن ابن,بنات ابن,1/6,2,13,عالت المسألة,False
292,زوج، أب، بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,0,13,عالت المسألة,False
293,زوجة، بنت، بنات ابن، أب,زوجة,1/8,3,24,,False
293,زوجة، بنت، بنات ابن، أب,بنت,1/2,12,24,,False
293,زوجة، بنت، بنات ابن، أب,بنات ابن,1/6,4,24,,False
293,زوجة، بنت، بنات ابن، أب,أب,1/6,5,24,,False
294,زوجة، أب، بنت، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
294,زوجة، أب، بنت، بنات ابن، ابن ابن,أب,1/6,12,72,,False
294,زوجة، أب، بنت، بنات ابن، ابن ابن,بنت,1/2,36,72,,False
294,زوجة، أب، بنت، بنات ابن، ابن ابن,بنات ابن,1/6,5,72,,False
294,زوجة، أب، بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,10,72,,False
295,زوج، أم، بنت، بنات ابن، عم,زوج,1/4,3,13,عالت المسألة,False
295,زوج، أم، بنت، بنات ابن، عم,أم,1/6,2,13,عالت المسألة,False
295,زوج، أم، بنت، بنات ابن، عم,بنت,1/2,6,13,عالت المسألة,False
295,زوج، أم، بنت، بنات ابن، عم,بنات ابن,1/6,2,13,عالت المسألة,False
295,زوج، أم، بنت، بنات ابن، عم,عم,عصبة,0,13,عالت المسألة,False
296,زوج، أم، بنت، بنات ابن، ابن ابن,زوج,1/4,3,13,عالت المسألة,False
296,زوج، أم، بنت، بنات ابن، ابن ابن,أم,1/6,2,13,عالت المسألة,False
296,زوج، أم، بنت، بنات ابن، ابن ابن,بنت,1/2,6,13,عالت المسألة,False
296,زوج، أم، بنت، بنات ابن، ابن ابن,بنات ابن,1/6,2,13,عالت المسألة,False
296,زوج، أم، بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,0,13,عالت المسألة,False
297,زوجة، أم، بنت، بنات ابن، عم,زوجة,1/8,3,24,,False
297,زوجة، أم، بنت، بنات ابن، عم,أم,1/6,4,24,,False
297,زوجة، أم، بنت، بنات ابن، عم,بنت,1/2,12,24,,False
297,زوجة، أم، بنت، بنات ابن، عم,بنات ابن,1/6,4,24,,False
297,زوجة، أم، بنت، بنات ابن، عم,عم,عصبة,1,24,,False
298,زوجة، أم، بنت، بنات ابن، ابن ابن,زوجة,1/8,9,72,,False
298,زوجة، أم، بنت، بنات ابن، ابن ابن,أم,1/6,12,72,,False
298,زوجة، أم، بنت، بنات ابن، ابن ابن,بنت,1/2,36,72,,False
298,زوجة، أم، بنت، بنات ابن، ابن ابن,بنات ابن,1/6,5,72,,False
298,زوجة، أم، بنت، بنات ابن، ابن ابن,ابن ابن,عصبة,10,72,,False
299,زوج، بنت، بنات ابن، جد,زوج,1/4,3,13,عالت المسألة,False
299,زوج، بنت، بنات ابن، جد,بنت,1/2,6,13,عالت المسألة,False
299,زوج، بنت، بنات ابن، جد,بنات ابن,1/6,2,13,عالت المسألة,False
